mine_id,company_mine_type,company_name,company_address,company_city,company_zipcode,company_injury_count,company_underground_surface
Contractor,Contractor,HAYWARD ELECTRIC COMPANY,3150 DIABLO AVE,HAYWARD,94545,0,Surface
Contractor,Contractor,PANHANDLE PAVING & GRADING INC,P.O. BOX 3717,PENSACOLA,32516,0,Surface
Contractor,Contractor,JEFFERY FERRELL TRANSPORT CO,1342 HORSEPEN ROAD,GILBERT,25621,0,Surface
Contractor,Contractor,EVERGREEN CONSTRUCTION CO INC,P.O. BOX 509,GRAYS KNOB,40829,0,Surface
Contractor,Contractor,GRASS GROOMERS,P.O. BOX 396,BLUE GRASS,52726,0,Surface
Contractor,Contractor,BLYTHE DEVELOPMENT CO,1415 E WESTINGHOUSE BLVD,CHARLOTTE,28273,0,Surface
Contractor,Contractor,SPICER WELDING & FABRICATION,1593 S EAGLE VALLEY ROAD,JULIAN,16844,0,Surface
Contractor,Contractor,EAST KENTUCKY VULCANIZING INC,630 DEROSSCUT DOVE,PRESTONSBURG,41653,0,Underground
Contractor,Contractor,ELKO TOOL & FASTENER,3716-B IDAHO ST,ELKO,89801,0,Underground
Contractor,Contractor,INTERMOUNTAIN WEST ENERGY INC,14860 S PONY EXPRESS RD #300,BLUFFDALE,84065,0,Surface
Contractor,Contractor,INTERMOUNTAIN WEST ENERGY INC,14860 S PONY EXPRESS RD #300,BLUFFDALE,84065,0,Surface
Contractor,Contractor,RED GIANT OIL,10 BIG RED RD.,NEWCASTLE,82701,0,Surface
Contractor,Contractor,JOMI TRUCKING,P.O. BOX 1623,COEBURN,24230,0,Surface
Contractor,Contractor,ERIC'S TRUCKING,P.O. BOX 728,KERMIT,25674,0,Surface
Contractor,Contractor,RIVERVIEW CONSTRUCTION INC,4140 NORTH 6TH ST,WAUSAU,54403,0,Surface
Contractor,Contractor,"SAIIA CONSTRUCTION COMPANY, LL",4400 LEWISBURG RD,BIRMINGHAM,35207,0,Surface
Contractor,Contractor,"SAIIA CONSTRUCTION COMPANY, LL",4400 LEWISBURG RD,BIRMINGHAM,35207,1,Surface
Contractor,Contractor,CONEWAGO ENTERPRISES INC,"660 EDGEGROVE RD, BOX 407",HANOVER,17331,0,Surface
Contractor,Contractor,DOSE IRONWORKS INC,4619 71ST ST,LA MESA,91941,0,Surface
Contractor,Contractor,WENCO CONSTRUCTION COMPANY,1807 DALTON DRIVE,NEW CARLISLE,45344,0,Surface
Contractor,Contractor,BLISS RECLAMATION CO,3166 KISSINGER MILL RD,RIMERSBURG,16248,0,Surface
Contractor,Contractor,BLISS RECLAMATION CO,3166 KISSINGER MILL RD,RIMERSBURG,16248,0,Surface
Contractor,Contractor,SAV-TRAC OF ARIZONA,P.O. BOX 50355,PHOENIX,85076,0,Surface
Contractor,Contractor,INTERMOUNTAIN ELECTRIC,5050 OSAGE ST STE 500,DENVER,80221,0,Underground
Contractor,Contractor,MINING SERVICE & SUPPLY CO,2108 SOUTH UNIVERSITY DR #102,FARGO,58103,0,Surface
Contractor,Contractor,KRIST DOOR SERVICE INC,P.O. BOX 4405,CHAPMANVILLE,25508,0,Underground
Contractor,Contractor,TENNESSEE DIESEL,P.O. BOX 353,COLUMBIA,38402,0,Surface
Contractor,Contractor,E Q INDUSTRIAL SERVICES,2701 N I-94 SERVICE DR,YPSILANTI,48197,0,Surface
Contractor,Contractor,JAMIE WALKER TRUCKING,1428 TOM CAT TRAIL,LONDON,40741,0,Surface
Contractor,Contractor,IVS HYDRO INC,P.O. BOX 457,INSTITUTE,25112,0,Underground
Contractor,Contractor,IVS HYDRO INC,P.O. BOX 457,INSTITUTE,25112,0,Surface
Contractor,Contractor,PIERCE CONSTRUCTION INC,P.O. BOX 69,BECKVILLE,75631,0,Surface
Contractor,Contractor,APPLEGATE SERVICESINC,P.O. BOX 368,ELDERTON,15736,0,Surface
Contractor,Contractor,JACOBS FIELD SERVICES,1111S ARROYO PKWY,PASADENA,91105,0,Surface
Contractor,Contractor,JACOBS FIELD SERVICES,1111S ARROYO PKWY,PASADENA,91105,0,Surface
Contractor,Contractor,HAMBROCK ELECTRIC INC,14425 ILLINOIS RD,FT WAYNE,46814,0,Surface
Contractor,Contractor,BALLARD & SONS CONTRACTORS,2907 E GREEN,CARLSBAD,88220,0,Surface
Contractor,Contractor,BALLARD TRUCKING LLC,1161 W AVENUE,AMANA,52203,0,Surface
Contractor,Contractor,FOUR STATES ELECTRIC,P.O. BOX 2013,FARMINGTON,87499,0,Surface
Contractor,Contractor,FOUR STATES ELECTRIC,P.O. BOX 2013,FARMINGTON,87499,0,Surface
Contractor,Contractor,SUPERIOR COATINGS INC,P.O. BOX 1056,MULBERRY,33860,0,Surface
Contractor,Contractor,ACTIN INC,P.O. BOX 518,EAST CHICAGO,46312,0,Surface
Contractor,Contractor,MCCLUNG-LOGAN EQUIP CO INC,4601 WASHINGTON BLVD,BALTIMORE,21227,0,Underground
Contractor,Contractor,MCCLUNG-LOGAN EQUIP CO INC,4601 WASHINGTON BLVD,BALTIMORE,21227,0,Underground
Contractor,Contractor,R F GREEN,191 ECHO HOLLER RD,MALVERN,72104,0,Surface
Contractor,Contractor,CENTIMARK CORP,12 GRANDVIEW CIR,CANONSBURG,15317,0,Underground
Contractor,Contractor,DELTA BULK TRANSPORT INC,66 WESTERN AVE,W SPRINGFIELD,01089,0,Surface
Contractor,Contractor,INDUSTRIAL MAINTENANCE SERVICE,P.O. BOX 369,WELLS,49894,1,Surface
Contractor,Contractor,JOHN BRUNNING TRANSFER CO INC,P.O. BOX 128,ROCK SPRINGS,82901,0,Underground
Contractor,Contractor,JOHN BRUNNING TRANSFER CO INC,P.O. BOX 128,ROCK SPRINGS,82901,0,Surface
Contractor,Contractor,CALMETRICS COMPANY,"2110 21ST ST, STE 400",SACRAMENTO,95818,0,Surface
Contractor,Contractor,PALMETTO MINING INC,P.O. BOX 6550,NO AUGUSTA,29861,0,Surface
Contractor,Contractor,PALMETTO MINING INC,P.O. BOX 6550,NO AUGUSTA,29861,0,Surface
Contractor,Contractor,CHILD CONSTRUCTION CORP,3 BELCHER ST,PLAINVILLE,02762,0,Surface
Contractor,Contractor,COOPER RAIL SERVICE INC,P.O. BOX 199,HUNTINGBURG,47542,0,Surface
Contractor,Contractor,COOPER RAIL SERVICE INC,P.O. BOX 199,HUNTINGBURG,47542,0,Surface
Contractor,Contractor,"VIRGINIA DRILLING, LLC.",P.O. BOX 1198,VANSANT,24656,0,Surface
Contractor,Contractor,PETRO CHOICE,3301 JAMES DAY AVE,SUPERIOR,54880,0,Surface
Contractor,Contractor,GREAT LAKES DREDGE & DOCK,"2122 YORK RD, SUITE 200",OAKBROOK,60523,0,Surface
Contractor,Contractor,STEGER CONST. INC,3297 VINE RD,DYERSVILLE,52040,0,Surface
Contractor,Contractor,DELONG-KEITH CONSTRUCTION INC,P.O. BOX 488,WASHINGTON,52353,0,Surface
Contractor,Contractor,SECURITY GROUP SERVICESLLC,P.O. BOX 74,NITRO,25143,0,Surface
Contractor,Contractor,J L MACHINE & TOOL INC,514 TYRONE RD,MORGANTOWN,26508,0,Surface
Contractor,Contractor,SOILAND HEAVY EQUIPMENT REPAIR,P.O. BOX 6734,SANTA ROSA,95406,0,Surface
Contractor,Contractor,FREEDOM OIL & GAS INC,PO BOX 400,CANONSBURG,15317,0,Surface
Contractor,Contractor,KENT COMPANIES INC,130-60TH ST SW,GRAND RAPIDS,49548,0,Surface
Contractor,Contractor,BRAUN ELECTRIC CO INC,3000 E. BELLE TERRACE,BAKERSFIELD,93307,0,Surface
Contractor,Contractor,G W VAN KEPPEL CO,1801 NORTH 9TH,KANSAS CITY,66101,0,Underground
Contractor,Contractor,HERITAGE ENVIROMENTAL SERVICES,7901 W MORRIS ST,INDIANAPOLIS,46241,0,Surface
Contractor,Contractor,RICHMOND SUPPLY COMPANY/RUBBER,601 LANEY WALKER BLVD,AUGUSTA,30901,0,Surface
Contractor,Contractor,RICHMOND SUPPLY COMPANY/RUBBER,601 LANEY WALKER BLVD,AUGUSTA,30901,0,Surface
Contractor,Contractor,GASTON CONSTRUCTION INC,P.O. BOX 2007,SYLACAUGA,35150,0,Surface
Contractor,Contractor,KM INDUSTRIAL INC.,1411 GAYLORD STREET,LONG BEACH,90813,0,Surface
Contractor,Contractor,ALEX ENERGY INC,P.O. BOX 857,SUMMERSVILLE,26651,0,Surface
Contractor,Contractor,NORTHAMERICAN INDUSTRIAL SERVI,1240 SARATOGA RD,BALLSTON SPA,12020,0,Underground
Contractor,Contractor,TOMMY BRAMER & SON,7330 DISTRIBUTION DR,LOUISVILLE,40258,0,Surface
Contractor,Contractor,PATTERSON EXPLORATION SERVICES,P.O. BOX 3008,SANFORD,27330,0,Surface
Contractor,Contractor,MAC CON COMPANY,2911 BEAVER CREEK DR,CAPE GIRARDEA,63701,0,Surface
Contractor,Contractor,R W V LAND & LIVESTOCK SOUTH I,P.O. BOX 1323,JACKSON,08527,0,Surface
Contractor,Contractor,E-Z FABRICATION & WELDING,221 INDUSTRIAL ST.,BELLE FOURCHE,57717,0,Surface
Contractor,Contractor,E-Z FABRICATION & WELDING,221 INDUSTRIAL ST.,BELLE FOURCHE,57717,0,Surface
Contractor,Contractor,PEARY MOORE ELECTRIC,P.O. BOX 561,FRIES,24330,0,Surface
Contractor,Contractor,W & H TRUCKING CO,P.O. BOX 473,MT. GAY,25637,0,Surface
Contractor,Contractor,WESTERN OHIO CUT STONE LLC,P.O. BOX 419,SIDNEY,45365,0,Surface
Contractor,Contractor,NEO SOLUTION INC,P.O. BOX 26,BEAVER,15009,0,Surface
Contractor,Contractor,ALPINE ELECTRIC CORP,1670 BARLOW,TRAVERSE CITY,49686,0,Surface
Contractor,Contractor,CARRIER VIBRATING EQ INC,3400 FERN VALLEY RD,LOUSIVILLE,40213,0,Surface
Contractor,Contractor,EMATS INC,P.O. BOX 920,POUNDING MILL,24637,0,Surface
Contractor,Contractor,INTERNATIONAL BELT & RUBBER,"4132 B PLACE, NW",AUBURN,98001,0,Surface
Contractor,Contractor,BAIRD CONSTRUCTION,82 HWY 28,SALMON,83467,0,Surface
Contractor,Contractor,"3-RIVERS, INC.",P.O. BOX 420,HUNTINGTON,84528,1,Surface
Contractor,Contractor,C R MEYER & SONS COMPANY INC,895 W. 20TH AVE,OSHKOSH,54903,3,Surface
Contractor,Contractor,MAGORIAN MINE SERVICES,P.O. BOX 8015,AUBURN,95604,0,Surface
Contractor,Contractor,KSD DIESEL,P.O. BOX 747,CLARKSBURG,26302,0,Surface
Contractor,Contractor,ROLAND MACHINERY CO,P.O. BOX 2879,SPRINGFIELD,62708,0,Underground
Contractor,Contractor,ROLAND MACHINERY CO,P.O. BOX 2879,SPRINGFIELD,62708,0,Underground
Contractor,Contractor,EQUIPMENT WORLD INC,18811 E ADMIRAL PL,CATOOSA,74015,0,Surface
Contractor,Contractor,EQUIPMENT WORLD INC,18811 E ADMIRAL PL,CATOOSA,74015,0,Surface
Contractor,Contractor,NORTHERN VIRGINIA DRILLING IN,11356 INDUSTRIAL RD,MANASSAS,22109,0,Surface
Contractor,Contractor,REED'S EXCAVATING,P.O. BOX 326,MT STORM,26739,0,Surface
Contractor,Contractor,MOMENTUM UNLIMITED INC,P.O. BOX 193,LOXAHATCHEE,33470,0,Surface
Contractor,Contractor,LANHAM INSULATION INC,13127 MIDDLETOWN INDUSTRIAL BL,LOUISVILLE,40223,0,Surface
Contractor,Contractor,A & B CERAMICS INC,1971 CEDAR GROVE RD,LEESVILLE,29070,0,Surface
Contractor,Contractor,TEAM MILLWRIGHT & MAINTENANC,P.O. BOX 1687,GREENEVILLE,37744,0,Surface
Contractor,Contractor,TRANSCO NORTHWEST INC,P.O. BOX 88002,SEATTLE,98138,1,Surface
Contractor,Contractor,ALEX'S TIRE CENTER INC,P.O. BOX 215,WIND GAP,18091,0,Surface
Contractor,Contractor,SOUTHERN RESOURCE MANAGEMENT,P.O. BOX 209,ELDORADO,62930,0,Surface
Contractor,Contractor,H & R FIRE & SAFETY INC,P.O. BOX 1055,CARTERSVILLE,30120,0,Surface
Contractor,Contractor,H & R FIRE & SAFETY INC,P.O. BOX 1055,CARTERSVILLE,30120,0,Surface
Contractor,Contractor,SHIRLEY HEATING & AIR CON,48 SHIRLEY DRIVE,SALTSBURG,15681,0,Surface
Contractor,Contractor,NEO CORP,289 SILKWOOD DR.,CANTON,28716,0,Surface
Contractor,Contractor,YOUNGBLOOD PAVING INC,2516 R+18,WAMPUM,16157,0,Surface
Contractor,Contractor,E J RAWSON TRUCKING CO INC,11393 STATE ROUTE 152,TORONTO,43964,0,Surface
Contractor,Contractor,MECHANICAL INDUSTRIAL SER,P.O. BOX 75241,TAMPA,33675,0,Surface
Contractor,Contractor,KEITHLY ELECTRIC COMPANY,827 SOUTH DIRECTOR ST,SEATTLE,98108,0,Surface
Contractor,Contractor,KEY TRUCKING,P.O. BOX 1788,CASPER,82602,0,Surface
Contractor,Contractor,WEIDEMANN INC,105 S TRACY,DOWS,50071,0,Surface
Contractor,Contractor,TANNER TRUCKING INC,P.O. BOX 879,GILBERT,25621,0,Surface
Contractor,Contractor,TANNER TRUCKING INC,P.O. BOX 879,GILBERT,25621,0,Surface
Contractor,Contractor,ALBRIGHTSON EXCAVATING INC,P.O. BOX 181,WOODVILLE,54028,0,Surface
Contractor,Contractor,M J VAN DAMME TRUCKING INC.,P.O. BOX 1172,GWINN,49841,0,Underground
Contractor,Contractor,J & J METAL & SALVAGE,13051 RIDGEWOOD DR,MCCALLA,35111,0,Surface
Contractor,Contractor,IMPACT FIRE SERVICES,103 12TH STREET   SUITE 200,PFLUGERVILLE,78660,0,Surface
Contractor,Contractor,IMPACT FIRE SERVICES,103 12TH STREET   SUITE 200,PFLUGERVILLE,78660,0,Surface
Contractor,Contractor,CENTURY CONTRACTORS INC,5100 SMITH FARM RD,MATTHEWS,28104,0,Surface
Contractor,Contractor,TIPE LTD CONSTRUCTION COMPANY,50 SAN FRANCISCO ST,SAN LORENZO,88041,0,Surface
Contractor,Contractor,COMMERCIAL REFRIG SVC INC,P.O. BOX 3085,HUNTINGTON,25702,0,Surface
Contractor,Contractor,NORTHERN ILLINOIS SERVICES COM,4781 SANDY HOLLOW RD,ROCKFORD,61109,0,Surface
Contractor,Contractor,MILLER TRUCK LINES,P.O. BOX 1100,WINNEMUCCA,89446,0,Surface
Contractor,Contractor,MINING TECHNOLGIES INTERNATION,1124 MAIN ST,BILLINGS,59105,0,Surface
Contractor,Contractor,MINING TECHNOLGIES INTERNATION,1124 MAIN ST,BILLINGS,59105,0,Surface
Contractor,Contractor,SCAMP EXCAVATION INC,P.O. BOX 50,WELLINGTON,84542,0,Underground
Contractor,Contractor,SELMAN FABRICATING INC,P.O. BOX 331,BESSEMEN,35021,0,Surface
Contractor,Contractor,T & T,11396 N HWY 99,LODI,95240,1,Surface
Contractor,Contractor,"M P ELECTRIC, INC.",P.O. BOX 20184,WACO,76702,0,Surface
Contractor,Contractor,A & T TRUCKING,P.O. BOX 1099,GILBERT,25621,0,Surface
Contractor,Contractor,BURKES MECHANICAL INC,2 INDUSTRIAL RD,BRENT,35034,0,Surface
Contractor,Contractor,GAYLOR GROUP INC,5750 CASTLE CREEK PKWY NORTH D,INDIANAPOLIS,46250,0,Underground
Contractor,Contractor,FRONTIER ENVIRONMENTAL SOLUTIO,P.O. BOX 911,INYOKERN,93527,0,Underground
Contractor,Contractor,"STRATA MINE SERVICES, LLC",67925 BAYBERRY DR,ST. CLAIRSVIL,43950,0,Surface
Contractor,Contractor,"STRATA MINE SERVICES, LLC",67925 BAYBERRY DR,ST. CLAIRSVIL,43950,0,Surface
Contractor,Contractor,KEN'S TRANSPORT,P.O. BOX 148,MOUNTVILLE,44064,0,Surface
Contractor,Contractor,BURNS & MCDONNELL,9400 WARD PARKWAY,KANSAS CITY,64114,0,Surface
Contractor,Contractor,BURNS & MCDONNELL,9400 WARD PARKWAY,KANSAS CITY,64114,0,Surface
Contractor,Contractor,"R & K EXCAVATION, INC.",P.O. BOX 639,FESTUS,63028,0,Underground
Contractor,Contractor,APPLIED ENERGIES LLC,146 W MILL ST,COLUMBUS,53925,0,Surface
Contractor,Contractor,LINDAHL BROTHERS INC,622 E GREEN ST,BENSENVILLE,60106,0,Surface
Contractor,Contractor,"METROPOWER,  INC",P.O. BOX 5228,ALBANY,31706,0,Surface
Contractor,Contractor,NORTH AMERICAN QUARRY & CONSTR,P.O. BOX 379,CATSKILL,12414,0,Surface
Contractor,Contractor,PAUL CUNNINGHAM TRUCKING,2003 COUNTY ROAD 57,IRONDALE,43932,0,Surface
Contractor,Contractor,DELTA PUMP & SYSTEMS INC,P.O. BOX 338,EIGHTY FOUR,15330,0,Surface
Contractor,Contractor,NORTHEAST TECHNICAL SERVS INC,"526 CHESTNUT ST,",VIRGINIA,55792,0,Surface
Contractor,Contractor,SANDTEC,P.O. BOX 166268,LITTLE ROCK,72216,0,Surface
Contractor,Contractor,SEXTON REPAIR SERVICE,P.O. BOX 429,VANSANT,24656,0,Surface
Contractor,Contractor,MUSSON BROTHERS INC,P.O. BOX 818,RHINELANDER,54501,0,Surface
Contractor,Contractor,FRED CHASE TRUCKING,12342 ST RT 213,IRONDALE,43932,0,Surface
Contractor,Contractor,W T OZEE TRUCKING,RR 2 BOX51P,KARBERS RIDGE,62955,0,Surface
Contractor,Contractor,JONES BROTHERS INC,P.O. BOX 727,MT JULIET,37121,0,Surface
Contractor,Contractor,EDWARDS INC,4119 SHEEP PASTURE RD,SPRING HOPE,27882,0,Surface
Contractor,Contractor,EMPIRE CONSULTING SERVICES LLC,1005 2ND AVE,WEST LOGAN,25601,0,Surface
Contractor,Contractor,CORE & MAIN LP,98 BLACK BETSY BOTTOM RD,POCA,25159,0,Surface
Contractor,Contractor,CORE & MAIN LP,98 BLACK BETSY BOTTOM RD,POCA,25159,1,Surface
Contractor,Contractor,PUERTO RICO REFRACTORY SERVICE,P O BOX 7903 PAMPANO STA,PONCE,00732,0,Surface
Contractor,Contractor,"NORTRAX, INC.",396 COUNTY ROAD,WESTBROOK,04092,0,Surface
Contractor,Contractor,BOBBY WATTS EXCAVATING INC,1703 S COLLEGE,DECATUR,76234,0,Surface
Contractor,Contractor,QUINCY FIRE EQP INC,437 NO. 3RD STREET,QUINCY,62301,0,Underground
Contractor,Contractor,RALEIGH STEEL CONSTRUCTION INC,P.O. BOX 383,MT HOPE,25880,0,Surface
Contractor,Contractor,RALEIGH STEEL CONSTRUCTION INC,P.O. BOX 383,MT HOPE,25880,0,Surface
Contractor,Contractor,R F MACDONALD CO,25920 EDEN LANDING RD,HAYWARD,94545,0,Surface
Contractor,Contractor,C C C CONSTRUCTION COMPANY INC,P.O. BOX 304,BAUXITE,72011,0,Surface
Contractor,Contractor,H R I INC,1750 WEST COLLEGE AVENUE,STATE COLLEGE,16801,0,Surface
Contractor,Contractor,GARY KILMER,405 STATE RTE 374,NICHOLSON,18446,0,Surface
Contractor,Contractor,RICHARDS EQUIPMENT LLC,1301 AVENUE I,BESSEMER,35020,0,Surface
Contractor,Contractor,NORTH STATES CRANE & HOIST,2915 MIDWAY ROAD,DULUTH,55810,0,Surface
Contractor,Contractor,JIMMY R LYNCH & SONS INC,PO DRAWER BB,PILOT MTN,27401,0,Surface
Contractor,Contractor,CROSSLAND TRANSPORT INC,P.O. BOX 2287,BECKLEY,25802,0,Surface
Contractor,Contractor,ELDER - RIDGE INC,65 NANCE LN,EVARTS,40828,0,Surface
Contractor,Contractor,PHOENIX COAL CO,P.O. BOX 498,VINITA,74301,0,Surface
Contractor,Contractor,DAVIS ERECTION,15109 S. 231ST STREET,GRETNA,68028,0,Surface
Contractor,Contractor,ARDAMAN & ASSOCIATES INC,8008 SOUTH ORANGE AVE,ORLANDO,32809,0,Surface
Contractor,Contractor,GOOD INC,PMB 220;  1121 HARRISON AVE,CENTRALIA,98531,0,Surface
Contractor,Contractor,ELECTRIC MOTOR & CONTROL INC,549 CLAIRE ST,HAYWARD,94541,0,Surface
Contractor,Contractor,WOOD GROUP FIELD SERVICES,3222 E PASADENA FREEWAY,PASADENA,77503,0,Surface
Contractor,Contractor,HOLT DRILLING,P.O. BOX 53,BROCKWAY,15824,0,Surface
Contractor,Contractor,GOLDER ASSOCIATES INC,18300 NE UNION HILL RD #200,REDMOND,98052,1,Surface
Contractor,Contractor,GOLDER ASSOCIATES INC,18300 NE UNION HILL RD #200,REDMOND,98052,0,Underground
Contractor,Contractor,SECURITAS SECURITY SERVICES US,"4021 S 700 E, SUITE 100",MURRAY,84107,0,Surface
Contractor,Contractor,FRANK SILHA & SONS INC,348 HWY 14 EAST,JANESVILLE,53545,0,Surface
Contractor,Contractor,NORTHERN DEWATERING INC,14405 NORTHDALE BLVD,ROGERS,55374,0,Surface
Contractor,Contractor,WALTZ-HOLST BLOW PIPE CO INC,230 ALTA DALE AVE S.E.,ADA,49301,2,Surface
Contractor,Contractor,AZCA DRILLING & PUMP INC,P.O. BOX 570,EHRENBERG,85334,0,Surface
Contractor,Contractor,HEARTLAND PUMP RENTAL & SALES,1800 SUPPLY RD. SUITE A,CARTERVILLE,62918,0,Surface
Contractor,Contractor,HEARTLAND PUMP RENTAL & SALES,1800 SUPPLY RD. SUITE A,CARTERVILLE,62918,0,Surface
Contractor,Contractor,DAVID L SNOW,14500 EAST STATE HWY 22,SUBIACO,72865,0,Surface
Contractor,Contractor,STAR TRUCKING,P.O. BOX 550,GRAYSON,41143,0,Surface
Contractor,Contractor,SANFORD CONTRACTORS INC,628 ROCKY FORK CHURCH RD,SANFORD,27330,0,Surface
Contractor,Contractor,RUNYON SECURITY SERVICES INC,P.O. BOX 359,EAST LYNN,25512,0,Surface
Contractor,Contractor,E T BALANCING INC,12823 ATHENS WAY,LOS ANGELES,90061,0,Surface
Contractor,Contractor,NELSON BROTHERS MINING SERVICE,222 S GILLETTE AVE  STE 410,GILLETTE,82716,1,Surface
Contractor,Contractor,NELSON BROTHERS MINING SERVICE,222 S GILLETTE AVE  STE 410,GILLETTE,82716,0,Surface
Contractor,Contractor,DRILL STEEL SERVICE INC,4898 HWY 15,WHITESBURG,41858,0,Underground
Contractor,Contractor,GARRITY STONE CO,3137 N RITTER AVE,INDIANAPOLIS,46218,0,Surface
Contractor,Contractor,UTILICON SERVICES INC,P.O. BOX 5876,SANDERSVILLE,31082,0,Surface
Contractor,Contractor,INDY EQUIPMENT,6220 E SCHAAF RD,INDEPENDENCE,44131,0,Surface
Contractor,Contractor,OST TRUCKS & CRANES INC,P.O. BOX 237,VENTURA,93002,0,Surface
Contractor,Contractor,MB TRUCKING,2068 GORDON RD NW,DOVER,44622,0,Surface
Contractor,Contractor,PAYNE & DOLAN INC,P.O. BOX 1632,WAUKESHA,53187,0,Surface
Contractor,Contractor,KEMWORKS TECHNOLOGY INC,5925 IMPERIAL PKWY #105,MULBERRY,33860,0,Surface
Contractor,Contractor,N F C MINING INC,439 MEADOWS BRANCH,PRESTONSBURG,41653,0,Surface
Contractor,Contractor,MARTIN EQUIPMENT OF IL INC,400 MARTIN DRIVE,GOODFIELD,61742,2,Surface
Contractor,Contractor,L & D WELL SERVICES INC,P.O. BOX 1192,VANSANT,24656,0,Surface
Contractor,Contractor,L & D WELL SERVICES INC,P.O. BOX 1192,VANSANT,24656,0,Surface
Contractor,Contractor,MOLO OIL CO,1400 LANCER CT.,ELDRIDGE,52748,0,Surface
Contractor,Contractor,MOLO OIL CO,1400 LANCER CT.,ELDRIDGE,52748,0,Surface
Contractor,Contractor,HGI MINE SERVICES INC.,1503 NOBLE CROWLEY RD,DIXON,42409,0,Surface
Contractor,Contractor,BIG G CONSTRUCTION,3500 SHOOTERS WAY,WINNEMUCCA,89445,0,Surface
Contractor,Contractor,DAN RIEG WELDING,812 COLUMBIA ST,LORETTO,15940,0,Surface
Contractor,Contractor,TAYLORS INDUSTRIAL COATINGS,108 DR JA WILTSHIRE AVE E,LAKE WALES,33853,0,Surface
Contractor,Contractor,TODD RHOADS,205 WASHINGTON ST,LEETONIA,44431,0,Surface
Contractor,Contractor,NALAR LEASING INC,155 TRINITY COVE PRIVATE DR,BRISTOL,37620,0,Surface
Contractor,Contractor,VALLEY DETROIT DIESEL ALLISON,425 S HACIENDA BLVD,CITY OF INDUS,91745,0,Surface
Contractor,Contractor,C L BOYD COMPANY INC,P.O. BOX 26427,OKLAHOMA CITY,73126,0,Surface
Contractor,Contractor,BERCHTOLD EQUIPMENT CO,P.O. BOX 330 E.19TH ST.,BAKERSFIELD,93385,0,Surface
Contractor,Contractor,BERCHTOLD EQUIPMENT CO,P.O. BOX 330 E.19TH ST.,BAKERSFIELD,93385,0,Surface
Contractor,Contractor,SLATE MOVERS LLC,717 KY BLVD,HAZARD,41701,0,Surface
Contractor,Contractor,"SIEMAG TECBERG, INC",2969 SOUTH CHASE AVENUE,MILWAUKEE,53207,0,Underground
Contractor,Contractor,WESTERN MARYLAND LUMBER INC,P.O. BOX 251,LONACONING,21539,0,Surface
Contractor,Contractor,W.G. DUDLEY ELECTRICAL CONTRAC,438 FRANKS MILL ROAD,STAUNTON,24401,0,Underground
Contractor,Contractor,MID SOUTH DRILLING INC,P.O. BOX 297,LEBANON,37088,0,Surface
Contractor,Contractor,T D REESEMAN TRUCKING,P.O. BOX 535,RURAL VALLEY,16249,0,Surface
Contractor,Contractor,PIKE ELECTRIC LLC,POST OFFICE BOX 868,MT AIRY,27030,0,Surface
Contractor,Contractor,CUSTOM CRUSHED STONE INC,8845 W LOOP 1604 N,SAN ANTONIO,78254,0,Surface
Contractor,Contractor,YANCEY BROS CO,P.O. BOX 43326,ATLANTA,30336,0,Underground
Contractor,Contractor,KIRBY SMITH MACHINERY INC,6715 RENO AVENUE,OKLAHOMA CITY,73137,0,Surface
